scenario,t,bytes_rate,connection_rate,anomaly_score,V,dVdt,risk,action,authorized
high,0.51,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.52,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.53,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.54,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.55,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.56,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.5700000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.58,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.59,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.6,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.61,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.62,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.63,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.64,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.65,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.66,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.67,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.68,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.6900000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.7000000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.71,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.72,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.73,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.74,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.75,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.76,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.77,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.78,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.79,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.8,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.81,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.8200000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.8300000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.84,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.85,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.86,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.87,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.88,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.89,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.9,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.91,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.92,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.93,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.9400000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.9500000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.96,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.97,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.98,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,0.99,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.0,7000.0,10.0,1.0,2450.5,239999.9999999998,high,observe_only,False
high,1.01,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.02,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.03,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.04,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.05,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.06,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.07,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.08,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.09,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.1,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.11,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.12,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.1300000000000001,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.1400000000000001,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.1500000000000001,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.16,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.17,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.18,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.19,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.2,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.21,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.22,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.23,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.24,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.25,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.26,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.27,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.28,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.29,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.3,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.31,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.32,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.33,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.34,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.35,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.36,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.37,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.3800000000000001,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.3900000000000001,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.4000000000000001,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.41,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.42,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.43,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.44,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.45,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.46,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.47,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.48,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.49,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.5,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.51,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.52,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.53,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.54,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.55,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.56,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.57,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.58,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.59,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.6,7000.0,10.0,1.0,2450.5,0.0,high,observe_only,False
high,1.61,1000.0,10.0,0.75,50.5,-239999.9999999998,medium,observe_only,False
high,1.62,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.6300000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.6400000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.6500000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.6600000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.67,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.68,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.69,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.7,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.71,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.72,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.73,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.74,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.75,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.76,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.77,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.78,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.79,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.8,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.81,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.82,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.83,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.84,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.85,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.86,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.87,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.8800000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.8900000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.9000000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.9100000000000001,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.92,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.93,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.94,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.95,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.96,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.97,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.98,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
high,1.99,1000.0,10.0,0.75,50.5,0.0,medium,observe_only,False
