t,u_model,u_observed,v,V_model,V,dVdt_model,dVdt,noise
1.036,0.6873199269655049,0.6965429298839145,-0.943858210924942,9.770407775201594,10.022346623694629,-0.940400232710914,-169.19315668699102,0.009223002918409553
1.037,0.686349595152223,0.6944888750502198,-0.9703318132818353,9.769434835766429,9.99128441151898,-0.9729394351651877,-31.062212175653283,0.008139279897996779
1.038,0.6853528465752705,0.6791663509606026,-0.996748576952539,9.768428500323616,9.60179815258736,-1.0063354428133664,-389.48625893157543,-0.006186495614667907
1.039,0.6843297390764385,0.6771942165634288,-1.0231074988321058,9.76738791927799,9.575617857219402,-1.0405810456255438,-26.180295367960625,-0.007135522513009587
1.04,0.6832803314976372,0.6921642543361238,-1.049407578801264,9.76631225036794,10.007512424505178,-1.0756689100492878,431.89456728572713,0.008883922838486581
1.041,0.6822046836778735,0.6730891428723511,-1.0756478197638106,9.765200658787606,9.521337811251174,-1.111591580334803,-486.17461325405765,-0.009115540805522333
1.042,0.6811028564501896,0.6629695837189301,-1.1018272276838597,9.764052317307652,9.282959790513049,-1.1483414799542402,-238.3780207380983,-0.018133272731259534
1.043,0.6799749116385667,0.6699995779444339,-1.1279448116229422,9.762866406394785,9.49704941673755,-1.1859109128664613,214.0896262245247,-0.009975333694132801
1.044,0.6788209120547898,0.7037434221053632,-1.1539995837769597,9.761642114329819,10.441795509207308,-1.2242920649665479,944.7460924696527,0.024922510050573398
1.045,0.6776409214952768,0.6968748706583999,-1.1799905595129856,9.760378637324344,10.282231342154903,-1.2634770054749112,-159.56416705242285,0.019233949163123158
1.046,0.6764350047378709,0.6695703941994371,-1.2059167574059186,9.759075179636016,9.576688781961266,-1.30345768832818,-705.5425601935577,-0.006864610538433735
1.047,0.6752032275385959,0.6679137266812839,-1.2317771992749817,9.757730953682376,9.564471225809143,-1.3442259536393664,-12.21755615212451,-0.0072895008573119705
1.048,0.6739456566283758,0.6762598005022253,-1.2575709102200678,9.75634518015326,9.81802171362304,-1.3857735291153972,253.5504878138682,0.002314143873849563
1.049,0.6726623597097179,0.6651687091327206,-1.2832969186579317,9.754917088121726,9.55702681087536,-1.4280920315350443,-260.9949027477082,-0.007493650576997223
1.05,0.6713534054533596,0.6844543193922957,-1.308954256358224,9.75344591515347,10.104060064779837,-1.4711729682552743,547.0332539044157,0.013100913938936072
1.051,0.6700188634948803,0.6692357916996563,-1.3345419584793683,9.751930907414833,9.731229756689881,-1.5150077386376637,-372.83030808999683,-0.0007830717952239815
1.052,0.668658804431276,0.6577957780681566,-1.3600590636042806,9.750371319779212,9.46594291929711,-1.559587635620474,-265.28683739274203,-0.010863026363119428
1.053,0.6672732998175,0.6803622942784543,-1.385504613775926,9.748766415932009,10.096950165714732,-1.604903847203687,631.0072464176922,0.013088994460954202
1.054,0.6658624221629673,0.6600310600689417,-1.4108776545327157,9.747115468473991,9.594496544867734,-1.6509474580175265,-502.45362084694165,-0.005831362094025524
1.055,0.6644262449280236,0.6666388812715076,-1.4361772349437414,9.745417759023152,9.803552947892829,-1.6977094508394686,209.05640302511756,0.0022126363434839835
1.056,0.6629648425203798,0.6628382515637041,-1.4614024076438443,9.743672578314976,9.740359654481871,-1.745180708175198,-63.19329341095074,-0.00012659095667571046
1.057,0.6614782902915113,0.6583345245772274,-1.4865522288685202,9.741879226301121,9.65997765098389,-1.7933520138555537,-80.3820034979896,-0.0031437657142838926
1.058,0.6599666645330227,0.6632159630215755,-1.511625758488657,9.740037012246512,9.824904068813268,-1.842214054608604,164.92641782935922,0.00324929848855281
1.059,0.6584300424729775,0.651505098187435,-1.5366220600451044,9.738145254824857,9.559086393870981,-1.891757421654816,-265.81767494231644,-0.006924944285542565
1.06,0.6568685022721945,0.6384237398781503,-1.5615402007830759,9.736203282212506,9.264606785242075,-1.941972612351961,-294.47960862887334,-0.018444762394044294
1.061,0.6552821230205081,0.6332023762713495,-1.5863792516863782,9.734210432180678,9.172641559574398,-1.9928500318275866,-91.96522566768675,-0.022079746749158687
1.062,0.6536709847329967,0.6410050394065084,-1.6111382875114713,9.732166052186104,9.408476668628332,-2.044379994574186,235.83510905390727,-0.012665945326488215
1.063,0.6520351683461754,0.644450757534686,-1.635816386821354,9.73006949945993,9.53597224319602,-2.096552726174039,127.49557456770316,-0.0075844108114894605
1.064,0.650374755714156,0.6501451026074089,-1.660412632019277,9.727920141095005,9.722024662674535,-2.1493583649245807,186.05241947849342,-0.0002296531067471314
1.065,0.6486898296047737,0.6492427982538774,-1.6849261093822787,9.725717354131493,9.739884501139729,-2.202786963511727,17.859838465195757,0.0005529686491037205
1.066,0.6469804736956791,0.6525408257375902,-1.7093559090945478,9.723460525640776,9.8660920198862,-2.2568284907169556,126.2075187464565,0.005560352041911123
1.067,0.6452467725703985,0.6464454626422922,-1.7337011252806047,9.721149052807657,9.75171203288016,-2.311472833119055,-114.37998700605172,0.001198690071893687
1.068,0.6434888117143602,0.635554344412844,-1.7579608560383064,9.718782343010853,9.518458467298078,-2.3667097968047557,-233.2535655820559,-0.007934467301516236
1.069,0.6417066775108886,0.6346177413662034,-1.782134203471671,9.716359813901786,9.537763749780373,-2.4225291090669288,19.305282482296697,-0.007088936144685246
1.07,0.639900457237165,0.6187123913877511,-1.8062202737235205,9.713880893481608,9.187484123192798,-2.4789204201773885,-350.279626587536,-0.02118806584941388
1.071,0.6380702390601571,0.6363788583342097,-1.830218177007942,9.711345020176537,9.668795603321263,-2.5358733050708793,481.3114801285178,-0.0016913807259474314
1.072,0.6362161120325146,0.6410646983542434,-1.8541270276425654,9.708751642911366,9.830996686714034,-2.5933772651711706,162.20108339275325,0.0048485863217288105
1.073,0.634338166088434,0.6396347352989958,-1.8779459440806558,9.706100221181288,9.839294197051094,-2.651421730078596,8.2975103370613,0.0052965692105618805
1.074,0.6324364920394909,0.6312222420583308,-1.9016740489430208,9.703390225121904,9.673102430626972,-2.7099960593837125,-166.19176642410332,-0.0012142499811602057
1.075,0.6305111815704412,0.6287693622421596,-1.9253104690497307,9.700621135577482,9.6573243813926,-2.769089544422343,-15.778049234373942,-0.0017418193282815707
1.076,0.6285623272349895,0.6379253239991723,-1.9488543354516505,9.6977924441674,9.931862346513624,-2.828691410082129,274.53796512099285,0.00936299676418284
1.077,0.6265900224515277,0.6267439043197485,-1.9723047834617842,9.694903653350831,9.698710663084093,-2.888790816568232,-233.15168342955675,0.0001538818682207282
1.078,0.6245943614988413,0.6319726060511658,-1.995660952686426,9.691954276489602,9.874961581569735,-2.9493768612294247,176.25091848562295,0.007378244552324542
1.079,0.6225754395117852,0.6284004512807756,-2.0189219870561237,9.688943837909246,9.832782451408132,-3.0104385803557676,-42.17913016160789,0.005825011768990426
1.08,0.6205333524769288,0.6226649220018211,-2.042087034856447,9.685871872958254,9.738180056894043,-3.0719649509922675,-94.60239451407844,0.002131569524892371
1.081,0.6184681972281701,0.6315324170074345,-2.065155248758564,9.682737928065482,10.005084789038502,-3.133944892772078,266.9047321444885,0.013064219779264299
1.082,0.6163800714423205,0.6106530906277132,-2.0881257858496207,9.679541560795753,9.540830283934481,-3.196367269728384,-464.2545051039693,-0.005726980814607332
1.083,0.6142690736346577,0.6106803079541547,-2.1109978076629297,9.676282339903604,9.589507666672048,-3.2592208921489174,48.677382737572856,-0.0035887656805029576
1.084,0.6121353031544498,0.6040554836144739,-2.1337704802079562,9.6729598453852,9.478990495047528,-3.322494518403829,-110.51717162450821,-0.008079819539975809
1.085,0.6099788601804497,0.6020070023152609,-2.156442974000112,9.669573668528402,9.478857794846153,-3.3861768567984285,-0.13270020137491698,-0.007971857865188713
1.086,0.6077998457163594,0.623359741840703,-2.1790144640903457,9.666123411960978,10.04426181513046,-3.450256567424148,565.4040202842434,0.015559896124343654
1.087,0.6055983615862648,0.6231915211031489,-2.201484130094537,9.662608689696967,10.089336756656794,-3.514722264011283,45.07494152633881,0.017593159516884123
1.088,0.6033745104300421,0.6036035564657048,-2.2238511562226884,9.659029127181167,9.664486101358063,-3.579562515799495,-424.85065529868257,0.00022904603566273243
1.089,0.6011283956987342,0.6068108037282594,-2.2461147313079146,9.655384361331766,9.790874357781709,-3.6447658494012103,126.3882564236593,0.005682408029525186
1.09,0.598860121649899,0.6106133474519236,-2.2682740488352313,9.651674040581101,9.932271133368555,-3.7103207506650193,141.39677558683078,0.01175322580202464
1.091,0.5965697933429288,0.6046444453981535,-2.2903283069701375,9.647897824914537,9.839356050587357,-3.7762156665639424,-92.91508278120865,0.008074652055224757
1.092,0.5942575166343418,0.6063110164248142,-2.3122767085869955,9.644055385907489,9.929702514009719,-3.8424390070481707,90.34646342235197,0.01205349979047239
1.093,0.5919233981730446,0.5792937315218898,-2.3341184612972037,9.640146406760522,9.34816241304041,-3.9089791469670843,-581.5401009693738,-0.012629666651154864
1.094,0.5895675453955674,0.5831737530425624,-2.3558527774771614,9.63617058233261,9.488160776752848,-3.975824427911334,139.99836371242256,-0.0063937923530050945
1.095,0.5871900665212714,0.5917166144247115,-2.3774788742960293,9.632127619172493,9.737463490175045,-4.042963160117097,249.30271342222537,0.004526547903440088
1.096,0.5847910705475281,0.5991444397156456,-2.398995973743279,9.62801723554813,9.963454758860877,-4.110383624363223,225.99126868580612,0.014353369168117422
1.097,0.5823706672448721,0.5834092428602354,-2.4204033026560334,9.623839161474283,9.647738420128615,-4.178074073847071,-315.71633873229666,0.0010385756153634038
1.098,0.5799289671521258,0.5713446048701513,-2.4417000927461956,9.619593138738193,9.424511536399457,-4.246022736090538,-223.2268837291328,-0.008584362281974517
1.099,0.5774660815714985,0.5739209857836023,-2.4628855806273684,9.615278920923375,9.534707863697529,-4.314217814817667,110.19632729808363,-0.0035450957878961774
1.1,0.5749821225636569,0.5683763016367507,-2.4839590078415608,9.61089627343151,9.461809562557722,-4.382647491864233,-72.89830113979862,-0.006605820926906233
1.101,0.5724772029427712,0.5638939551467066,-2.5049196208856794,9.606444973502438,9.413913562250602,-4.451299929073116,-47.89600030712465,-0.00858324779606459
1.102,0.5699514362715333,0.5849632685307513,-2.525766671237809,9.601924810232266,9.94415108906053,-4.520163270171906,530.2375268098675,0.015011832259217971
1.103,0.56740493685615,0.5611489084760246,-2.5464994153832734,9.597335584589565,9.45797154182788,-4.5892256427002565,-486.1795472327038,-0.006256028380125369
1.104,0.5648378197413095,0.5650420346807382,-2.567117114840486,9.592677109429687,9.597231701820691,-4.658475159878606,139.26015999279647,0.00020421493942865453
1.105,0.562250200705123,0.5838744450268518,-2.58761903618658,9.587949209507165,10.077167327012594,-4.727899922521317,479.93562519195575,0.021624244321728787
1.106,0.5596421962540402,0.5714893809517907,-2.60800445108282,9.583151721486246,9.847671424689075,-4.797488020919616,-229.49590232349334,0.011847184697750441
1.107,0.5570139236177404,0.5603754333280633,-2.628272636299799,9.578284493949491,9.652427235645913,-4.867227536754726,-195.24418904318372,0.0033615097103229055
1.108,0.5543655007439979,0.548246670393437,-2.648422873742412,9.57334738740453,9.44017293019587,-4.937106544961267,-212.2543054500199,-0.006118830350560977
1.109,0.5516970462935233,0.5558000636136683,-2.6684544504746124,9.56834027428888,9.658036814747787,-5.007113115649275,217.8638845519414,0.004103017320144931
1.11,0.5490086796347794,0.5652254892213544,-2.6883666587439463,9.563263038972902,9.919937185516234,-5.077235315978257,261.90037076841844,0.01621680958657498
1.111,0.5463005208387736,0.5525309312155946,-2.7081587960058644,9.558115577760857,9.69325357428138,-5.147461212045457,-226.6836112348792,0.006230410376821042
1.112,0.5435726906738257,0.556188157043809,-2.7278301649478114,9.552897798890083,9.826759502645558,-5.217778870774126,133.50592836416303,0.012615466369983223
1.113,0.5408253106003127,0.5418062143068283,-2.7473800735130935,9.547609622528293,9.568571818929803,-5.288176361789354,-258.1876837157839,0.000980903706515551
1.114,0.5380585027653881,0.5432212402856234,-2.7668078349245198,9.54225098076898,9.652442419491713,-5.358641759313443,83.87060056190116,0.005162737520235223
1.115,0.5352723899976803,0.5332627834433127,-2.7861127677078197,9.536821817624965,9.494435118004489,-5.429163144015092,-158.00730148724148,-0.0020096065543676518
1.116,0.5324670958019655,0.5367360727543492,-2.805294195714835,9.531322089020053,9.621419806395618,-5.49972860491188,126.98468839111499,0.004268976952383665
1.117,0.529642744353819,0.5426472381783377,-2.824351448146484,9.52575176277884,9.801006905970947,-5.570326241212342,179.58709957534882,0.013004493824518711
1.118,0.5267994604942434,0.5124881535986197,-2.8432838595754992,9.520110818614647,9.22651843322351,-5.640944164193584,-574.4884727473722,-0.01431130689562382
1.119,0.5239373697242745,0.5233121848625198,-2.862090769968938,9.514399248115582,9.501475503159776,-5.711570499064678,274.9570699362956,-0.0006251848617546371
1.12,0.5210565981995641,0.5234592413756832,-2.8807715247104633,9.508617054728774,9.558154550523586,-5.782193386808743,56.67904736380334,0.0024026431761191808
1.121,0.5181572727249417,0.5124463793353076,-2.8993254746223944,9.50276425374274,9.386585832364245,-5.8528009860339125,-171.5687181593595,-0.005710893389634184
1.122,0.5152395207489542,0.5121591902276602,-2.917751975987529,9.496840872267901,9.43437165323211,-5.923381474838507,47.785820867860075,-0.0030803305212939625
1.123,0.5123034703583834,0.5201725627216647,-2.936050390570734,9.490846949215282,9.651221097544639,-5.993923052619365,216.84944431255184,0.007869092363281297
1.124,0.5093492502727431,0.5293657382748168,-2.954220085640304,9.48478253527336,9.895188836471533,-6.064413941921032,243.96773892686707,0.02001648800207367
1.125,0.506376989838754,0.5126715296767025,-2.9722604339890895,9.478647692883097,9.605263693058053,-6.134842390263628,-289.92514341351233,0.006294539837948497
1.1260000000000001,0.5033868190247986,0.5066479429019765,-2.990170813955389,9.472442496211144,9.537460459098872,-6.205196671952962,-67.80323395917294,0.003261123877177762
